"id","label","counttotal","treedepth"
"neuronal-physiology","Neuronal physiology",72,"2"
"neuropathic-pain","Neuropathic pain",32,"3"
"neurophysiology","Neurophysiology",69,"2"
"neuroscience","Neuroscience",4412,"1"
"neurospora-crassa","Neurospora crassa",0,"4"
"neurosurgery","Neurosurgery",20,"4"
"neurotoxicity-syndromes","Neurotoxicity syndromes",3,"3"
"neurotransmitters","Neurotransmitters",30,"3"
"neurotrophic-factors","Neurotrophic factors",15,"2"
"neurovascular-disorders","Neurovascular disorders",91,"3"
"neuro-vascular-interactions","Neuro–vascular interactions",14,"2"
"neurulation","Neurulation",0,"3"
"neutrophils","Neutrophils",35,"4"
"next-generation-sequencing","Next-generation sequencing",134,"3"
"nf-kappab","NF-kappaB",19,"3"
"nitrosylation","Nitrosylation",5,"4 3"
"nk-cells","NK cells",42,"3"
"nkt-cells","NKT cells",15,"4 6"
"nmr-spectroscopy","NMR spectroscopy",99,"4 2 3"
"nod-like-receptors","NOD-like receptors",18,"4 5"
"nomograms","Nomograms",2,"3"
"non-alcoholic-fatty-liver-disease","Non-alcoholic fatty liver disease",26,"4"
"non-alcoholic-steatohepatitis","Non-alcoholic steatohepatitis",13,"4"
"non-bonded-restorations","Non-bonded restorations",0,"4"
"non-coding-rnas","Non-coding RNAs",353,"2"
"non-hodgkin-lymphoma","Non-hodgkin lymphoma",68,"4 5"
"non-homologous-end-joining","Non-homologous-end joining",8,"3"
"non-model-organisms","Non-model organisms",10,"3"
"non-photochemical-quenching","Non-photochemical quenching",1,"3"
"non-rem-sleep","Non-REM sleep",2,"3"
"non-small-cell-lung-cancer","Non-small-cell lung cancer",94,"4 3"
"nonlinear-dynamics","Nonlinear dynamics",4,"2"
"nonlinear-optics","Nonlinear optics",209,"3"
"nonlinear-phenomena","Nonlinear phenomena",115,"3"
"nuclear-astrophysics","Nuclear astrophysics",3,"3"
"nuclear-chemistry","Nuclear chemistry",5,"3"
"nuclear-envelope","Nuclear envelope",16,"3"
"nuclear-organization","Nuclear organization",65,"2"
"nuclear-physics","Nuclear physics",79,"2"
"nuclear-pore-complex","Nuclear pore complex",5,"3"
"nuclear-receptors","Nuclear receptors",24,"4 3"
"speckles","Nuclear speckles",0,"3"
"nuclear-transport","Nuclear transport",61,"2"
"nucleases","Nucleases",1,"4 3"
"nucleic-acids","Nucleic acids",25,"2 3"
"nucleic-acid-therapeutics","Nucleic-acid therapeutics",26,"2 3"
"nucleolus","Nucleolus",5,"3"
"nucleoproteins","Nucleoproteins",0,"4 3"
"nucleoskeleton","Nucleoskeleton",4,"3"
"nucleosomes","Nucleosomes",19,"4 5 3"
"nucleotide-excision-repair","Nucleotide excision repair",4,"3"
"nucleotide-binding-proteins","Nucleotide-binding proteins",6,"4 3"
"nucleus","Nucleus",7,"3"
"numerical-data","Numerical data",3,"4"
"numerical-simulations","Numerical simulations",3,"2"
"nutrient-signalling","Nutrient signalling",13,"3"
"nutrigenomics","Nutrigenomics",2,"3"
"nutrition","Nutrition",137,"2"
"nutrition-and-diet-in-dentistry","Nutrition and diet in dentistry",0,"4"
"nutrition-disorders","Nutrition disorders",304,"2 3"
"nutrition-therapy","Nutrition therapy",19,"3"
"nutritional-supplements","Nutritional supplements",23,"3"
"obesity","Obesity",262,"4 3"
"object-vision","Object vision",16,"5 3"
"obsessive-compulsive-disorder","Obsessive compulsive disorder",0,"3"
"obstructive-nephropathy","Obstructive nephropathy",4,"3"
"occlusion","Occlusion",0,"4 3"
"occupational-health","Occupational health",3,"2"
"occupational-toxicity","Occupational toxicity",0,"3"
"ocean-sciences","Ocean sciences",472,"2"
"ocular-hypertension","Ocular hypertension",5,"3"
"ocular-ischemic-syndrome","Ocular ischemic syndrome",1,"3"
"ocular-motility-disorders","Ocular motility disorders",9,"3"
"oculomotor-system","Oculomotor system",72,"2"
"oedema","Oedema",3,"2"
"oesophageal-cancer","Oesophageal cancer",31,"4 3"
"oesophageal-diseases","Oesophageal diseases",50,"3"
"oesophagitis","Oesophagitis",7,"4"
"oesophagogastroscopy","Oesophagogastroscopy",1,"4 2"
"oesophagus","Oesophagus",17,"3"
"oils","Oils",1,"4 3"
"olfactory-bulb","Olfactory bulb",22,"5 3"
"olfactory-cortex","Olfactory cortex",8,"5 3"
"olfactory-receptors","Olfactory receptors",21,"5 3"
"olfactory-system","Olfactory system",72,"4 2"
"oligo-delivery","Oligo delivery",2,"2"
"oligodendrocyte","Oligodendrocyte",22,"3"
"oligodontia","Oligodontia",0,"4"
"oligonucleotide-probes","Oligonucleotide probes",6,"3"
"oncogene-proteins","Oncogene proteins",3,"4 3"
"oncogenes","Oncogenes",244,"2 3"
"oncogenesis","Oncogenesis",83,"2"
"oncology","Oncology",5263,"1"
"oncostatin-m","Oncostatin M",0,"4 3"
"oogenesis","Oogenesis",12,"3"
"open-reading-frames","Open reading frames",4,"3"
"operant-learning","Operant learning",8,"3"
"operational-research","Operational research",0,"1"
"optic-nerve-diseases","Optic nerve diseases",4,"3"
"optical-data-storage","Optical data storage",14,"3"
"optical-imaging","Optical imaging",53,"3"
"optical-manipulation-and-tweezers","Optical manipulation and tweezers",44,"3"
"optical-materials","Optical materials",54,"3"
"optical-materials-and-structures","Optical materials and structures",2311,"2"
"optical-metrology","Optical metrology",24,"3"
"optical-physics","Optical physics",1205,"2"
"optical-properties-and-devices","Optical properties and devices",75,"4 3"
"diamond","Optical properties of diamond",18,"3"
"optical-sensors","Optical sensors",46,"3"
"spectroscopy","Optical spectroscopy",233,"2 3"
"optical-techniques","Optical techniques",925,"2"
"optical-tweezers","Optical tweezers",9,"3"
"optics-and-photonics","Optics and photonics",4220,"1"
"optoelectronic-devices-and-components","Optoelectronic devices and components",69,"3"
"optofluidics","Optofluidics",9,"3"
"optogenetics","Optogenetics",59,"2"
"optomechanics","Optomechanics",22,"3"
"oral-analgesics","Oral analgesics",0,"4"
"oral-anatomy","Oral anatomy",0,"2"
"oral-cancer","Oral cancer",12,"4 2 3"
"oral-cancer-detection","Oral cancer detection",2,"4 5 3"
"oral-candidiasis","Oral candidiasis",0,"3"
"oral-conditions","Oral conditions",1,"3"
"oral-diagnosis","Oral diagnosis",0,"5"
"oral-diseases","Oral diseases",19,"2"
"oral-herpes","Oral herpes",0,"3"
"oral-hygiene","Oral hygiene",0,"4"
"oral-manifestations","Oral manifestations",0,"2"
"oral-medicine","Oral medicine",0,"3"
"oral-microbiology","Oral microbiology",0,"3"
"oral-pathology","Oral pathology",0,"3"
"oral-surgery","Oral surgery",0,"4"
"oral-health-related-quality-of-life","Oral-health-related quality of life",0,"4"
"orexin","Orexin",4,"3"
"organ-transplantation","Organ transplantation",61,"5"
"organelles","Organelles",210,"2"
"organic-chemistry","Organic chemistry",349,"2"
"organic-leds","Organic LEDs",42,"4 3"
"organic-molecules-in-materials-science","Organic molecules in materials science",9,"4 3"
"organic-inorganic-nanostructures","Organic–inorganic nanostructures",65,"3"
"organizing-materials-with-dna","Organizing materials with DNA",13,"3"
"organocatalysis","Organocatalysis",10,"4 5 3"
"organogenesis","Organogenesis",163,"2"
"organometallic-chemistry","Organometallic chemistry",490,"2 3"
"origin-firing","Origin firing",3,"4 3"
"origin-of-life","Origin of life",22,"2 3"
"origin-selection","Origin selection",3,"4 3"
"orofacial-pain","Orofacial pain",0,"4"
"orthodontics","Orthodontics",0,"3"
"orthopaedics","Orthopaedics",33,"2"
"oscillators","Oscillators",3,"2"
"osteoarthritis","Osteoarthritis",97,"3"
"osteoblasts","Osteoblasts",112,"3"
"osteoclasts","Osteoclasts",112,"4 3"
"osteocytes","Osteocytes",36,"3"
"osteogenesis-imperfecta","Osteogenesis imperfecta",8,"4 5"
"osteoimmunology","Osteoimmunology",28,"2"
"osteonecrosis-of-the-jaw","Osteonecrosis of the jaw",0,"4"
"osteopetrosis","Osteopetrosis",13,"4 5"
"osteopontin","Osteopontin",0,"4 3"
"osteoporosis","Osteoporosis",342,"4 5"
"other-nanotechnology","Other nanotechnology",54,"2"
"other-photonics","Other photonics",192,"2"
"outcomes-research","Outcomes research",243,"2"
"ovarian-cancer","Ovarian cancer",44,"4 3"
"ovary","Ovary",4,"4 3"
"oxidoreductases","Oxidoreductases",9,"4 3"
"oxytocin","Oxytocin",4,"3"
"paediatric-cancer","Paediatric cancer",39,"2 3"
"paediatric-dentistry","Paediatric dentistry",0,"3"
"paediatric-kidney-disease","Paediatric kidney disease",17,"3"
"paediatric-neurological-disorders","Paediatric neurological disorders",39,"3"
"paediatric-research","Paediatric research",116,"2 3"
"paediatric-rheumatic-diseases","Paediatric rheumatic diseases",14,"3"
"paediatric-urology","Paediatric urology",0,"2 3"
"paediatrics","Paediatrics",308,"2"
"pagets-disease","Paget disease",6,"4 5"
"pain","Pain",109,"2 3"
"pain-management","Pain management",15,"3"
"palaeoceanography","Palaeoceanography",86,"2"
"palaeoclimate","Palaeoclimate",191,"2"
"palaeoecology","Palaeoecology",44,"2"
"palaeomagnetism","Palaeomagnetism",6,"2"
"palaeontology","Palaeontology",308,"2"
"palliative-care","Palliative care",8,"3"
"pancreas","Pancreas",10,"3"
"pancreatic-cancer","Pancreatic cancer",56,"4 3"
"pancreatic-disease","Pancreatic disease",69,"3"
"pancreatitis","Pancreatitis",13,"4"
"panoramic-radiography","Panoramic radiography",0,"4"
"parasite-biology","Parasite biology",41,"3"
"parasite-development","Parasite development",13,"3"
"parasite-evolution","Parasite evolution",5,"3"
"parasite-genetics","Parasite genetics",11,"3"
"parasite-genomics","Parasite genomics",7,"3"
"parasite-host-response","Parasite host response",20,"3"
"parasite-immune-evasion","Parasite immune evasion",12,"3"
"parasite-physiology","Parasite physiology",13,"3"
"parasitic-infection","Parasitic infection",40,"3"
"parasitic-liver-diseases","Parasitic liver diseases",0,"4"
"parasitism","Parasitism",0,"3"
"parasitology","Parasitology",194,"2"
"parathyroid-diseases","Parathyroid diseases",6,"3"
"parathyroid-glands","Parathyroid glands",2,"3"
"parathyroid-hormone","Parathyroid hormone",25,"4 3"
"parkinsons-disease","Parkinson's disease",123,"4 3"
"particle-astrophysics","Particle astrophysics",10,"3"
"particle-physics","Particle physics",172,"2"
"parylation","Parylation",0,"4 3"
"patch-clamp","Patch clamp",8,"4 3"
"pathogenesis","Pathogenesis",2647,"1"
"pathogens","Pathogens",271,"2"
"pathology","Pathology",35,"3"
"patient-education","Patient education",19,"2"
"pattern-formation","Pattern formation",43,"2"
"pattern-recognition-receptors","Pattern recognition receptors",88,"4 3"
"pattern-recognition-receptors-in-plants","Pattern recognition receptors in plants",6,"3"
"pattern-vision","Pattern vision",14,"5 3"
"patterning","Patterning",5,"3"
"pcr-based-techniques","PCR-based techniques",19,"3"
"pedicle-grafts","Pedicle grafts",0,"5"
"peer-review","Peer review",108,"3"
"penicillin-binding-proteins","Penicillin-binding proteins",0,"4 3"
"penile-cancer","Penile cancer",5,"4 3"
"peptic-ulcers","Peptic ulcers",0,"4"
"peptide-delivery","Peptide delivery",4,"2"
"peptide-hormones","Peptide hormones",3,"4 3"
"peptide-nucleic-acid-oligo","Peptide nucleic acid oligo",1,"4 3"
"peptide-vaccines","Peptide vaccines",4,"4 3"
"peptides","Peptides",74,"2 3"
"perception","Perception",67,"3"
"peri-implantitis","Peri-implantitis",1,"4 3"
"periapical-radiographs","Periapical radiographs",0,"4"
"periodontics","Periodontics",6,"3"
"periodontitis","Periodontitis",5,"4 3"
"peripheral-nervous-system","Peripheral nervous system",48,"2 3"
"peripheral-neuropathies","Peripheral neuropathies",17,"3"
"peripheral-tolerance","Peripheral tolerance",12,"4 5"
"peripheral-vascular-disease","Peripheral vascular disease",17,"4 5"
"peritoneal-dialysis","Peritoneal dialysis",5,"4 3"
"peritoneal-macrophages","Peritoneal macrophages",5,"4 5"
"permeation-and-transport","Permeation and transport",20,"2"
"peroxisomes","Peroxisomes",5,"3"
"personality","Personality",2,"3"
"personalized-medicine","Personalized medicine",50,"3"
"perturbations","Perturbations",1,"3"
"petrology","Petrology",53,"2 3"
"pexophagy","Pexophagy",0,"4 3"
"phage-biology","Phage biology",30,"2 3"
"phagocytes","Phagocytes",13,"4 5"
"phagocytosis","Phagocytosis",2,"3"
"pharmaceutics","Pharmaceutics",25,"2"
"pharmacodynamics","Pharmacodynamics",11,"4 3"
"pharmacoeconomics","Pharmacoeconomics",3,"3"
"pharmacogenetics","Pharmacogenetics",23,"4 3"
"pharmacogenomics","Pharmacogenomics",7,"3"
"pharmacokinetics","Pharmacokinetics",9,"4 3"
"pharmacology","Pharmacology",135,"2 3"
"pharynx","Pharynx",0,"3"
"phase-0-trials","Phase 0 trials",1,"4 3"
"phase-i-trials","Phase I trials",5,"4 3"
"phase-ii-trials","Phase II trials",8,"4 3"
"phase-iii-trials","Phase III trials",22,"4 3"
"phase-iv-trials","Phase IV trials",2,"4 3"
"phase-transitions-and-critical-phenomena","Phase transitions and critical phenomena",199,"3"
"phase-contrast-microscopy","Phase-contrast microscopy",12,"4 3"
"phenology","Phenology",15,"3"
"phenomenology","Phenomenology",5,"3"
"phenotypic-screening","Phenotypic screening",23,"3"
"pheromone","Pheromone",2,"3"
"philosophy","Philosophy",315,"2 1"
"phosphoinositol-signalling","Phosphoinositol signalling",10,"3"
"phospholipids","Phospholipids",12,"4 3"
"phosphoproteins","Phosphoproteins",10,"4 3"
"phosphorus-metabolism-disorders","Phosphorus metabolism disorders",5,"3"
"phosphorylases","Phosphorylases",1,"4 3"
"phosphorylation","Phosphorylation",47,"4 3"
"photoacoustics","Photoacoustics",7,"3"
"photobiology","Photobiology",9,"3"
"photocatalysis","Photocatalysis",83,"4 5 3"
"photochemistry","Photochemistry",295,"2"
"photonic-crystals","Photonic crystals",85,"3"
"photonic-devices","Photonic devices",83,"3"
"photosynthesis","Photosynthesis",40,"2"
"photosystem-i","Photosystem I",1,"3"
"photosystem-ii","Photosystem II",4,"3"
"phyllotaxis","Phyllotaxis",1,"3"
"phylogenetics","Phylogenetics",76,"2"
"phylogenomics","Phylogenomics",8,"3"
"phylogeny","Phylogeny",14,"2"
"physical-chemistry","Physical chemistry",673,"2"
"physical-examination","Physical examination",10,"3"
"physical-oceanography","Physical oceanography",115,"3"
"physical-sciences","Physical sciences",17220,"0"
"physics","Physics",7183,"1"
"physiology","Physiology",3268,"1"
"pink-porcelain","Pink porcelain",0,"4"
"pituitary","Pituitary",0,"4"
"pituitary-diseases","Pituitary diseases",7,"4"
"pituitary-gland","Pituitary gland",3,"3"
"pituitary-tumours","Pituitary tumours",7,"4 3"
"piwi-rnas","Piwi RNAs",3,"3"
"placebo-effect","Placebo effect",3,"3"
"planetary-science","Planetary science",1284,"2 1"
"plant-biotechnology","Plant biotechnology",112,"2"
"plant-breeding","Plant breeding",54,"2"
"plant-cell-biology","Plant cell biology",48,"2"
"plant-cell-cycle","Plant cell cycle",2,"3"
"plant-cell-death","Plant cell death",2,"3"
"plant-cytoskeleton","Plant cytoskeleton",4,"3"
"plant-development","Plant development",58,"2"
"plant-domestication","Plant domestication",7,"2"
"plant-ecology","Plant ecology",31,"2"
"plant-embryogenesis","Plant embryogenesis",5,"3"
"plant-evolution","Plant evolution",41,"2"
"plant-genetics","Plant genetics",94,"2"
"plant-hormones","Plant hormones",33,"2"
"plant-hybridization","Plant hybridization",3,"3"
"plant-immunity","Plant immunity",69,"2"
"plant-immunology","Plant immunology",3,"2"
"plant-molecular-biology","Plant molecular biology",67,"2"
"plant-morphogenesis","Plant morphogenesis",11,"3"
"plant-physiology","Plant physiology",44,"2"
"plant-polarity","Plant polarity",2,"3"
"plant-regeneration","Plant regeneration",1,"3"
"plant-reproduction","Plant reproduction",26,"2"
"plant-sciences","Plant sciences",852,"1"
"plant-signalling","Plant signalling",39,"2"
"plant-stem-cell","Plant stem cell",4,"3"
"plant-stress-responses","Plant stress responses",64,"2"
"plant-symbiosis","Plant symbiosis",6,"2"
"plant-transporters","Plant transporters",6,"3"
"plaque","Plaque",0,"4"
"plasma-cells","Plasma cells",8,"4 6"
"plasma-physics","Plasma physics",72,"2"
"plasma-based-accelerators","Plasma-based accelerators",10,"3"
"plasmacytoid-dendritic-cells","Plasmacytoid dendritic cells",4,"4 5"
"platelets","Platelets",6,"4 3"
"pluripotency","Pluripotency",25,"2"
"pluripotent-stem-cells","Pluripotent stem cells",187,"2 3"
"pml-bodies","PML bodies",0,"3"
"podocytes","Podocytes",31,"6 5"
"podosomes","Podosomes",1,"3"
"polaritons","Polaritons",28,"3"
"polarization-microscopy","Polarization microscopy",6,"4 3"
"policy","Policy",1308,"2"
"policy-and-public-health-in-microbiology","Policy and public health in microbiology",23,"2"
"politics","Politics",305,"2"
"politics-and-international-relations","Politics and international relations",0,"1"
"pollen","Pollen",1,"3"
"pollen-tube","Pollen tube",0,"3"
"pollination","Pollination",2,"3"
"pollution-remediation","Pollution remediation",69,"3"
"polyadp-ribosylation","PolyADP-ribosylation",3,"4 3"
"polycystic-kidney-disease","Polycystic kidney disease",27,"3"
"polycystic-ovary-syndrome","Polycystic ovary syndrome",3,"4 3"
"polyhydroxyalkanoates","Polyhydroxyalkanoates",0,"4 3"
"polymer-characterization","Polymer characterization",14,"3"
"polymer-chemistry","Polymer chemistry",283,"2"
"polymer-synthesis","Polymer synthesis",32,"4 3"
"polymerization-mechanisms","Polymerization mechanisms",4,"3"
"polymers","Polymers",126,"4 3"
"polyploidy","Polyploidy",6,"2"
"polyploidy-in-plants","Polyploidy in plants",2,"3"
"polysaccharide-sequencing","Polysaccharide sequencing",0,"3"
"polysaccharides","Polysaccharides",2,"4 3"
"population-dynamics","Population dynamics",44,"2"
"population-genetics","Population genetics",309,"2 3"
"population-screening","Population screening",42,"3"
"porins","Porins",1,"4 3"
"porous-materials","Porous materials",69,"3"
"portal-hypertension","Portal hypertension",7,"4"
"portfolio-management","Portfolio management",0,"3"
"positron-emission-tomography","Positron-emission tomography",21,"4 3"
"post-translational-modifications","Post-translational modifications",323,"2 3"
"post-traumatic-stress-disorder","Post-traumatic stress disorder",2,"3"
"potassium","Potassium",1,"4 3"
"potassium-channels","Potassium channels",17,"4 3"
"power-law","Power law",3,"2"
"pox-virus","Pox virus",0,"3"
"pre-diabetes","Pre-diabetes",1,"4 3"
"pre-eclampsia","Pre-eclampsia",6,"4 5"
"pre-clinical-studies","Preclinical research",175,"2"
"predictive-markers","Predictive markers",154,"2 3"
"predictive-medicine","Predictive medicine",9,"2"
"prefrontal-cortex","Prefrontal cortex",21,"3"
"pregnancy-outcome","Pregnancy outcome",10,"3"
"premotor-cortex","Premotor cortex",5,"3"
"prenylation","Prenylation",0,"4 3"
"preterm-birth","Preterm birth",6,"3"
"preventive-dentistry","Preventive dentistry",0,"3"
"preventive-medicine","Preventive medicine",70,"3"
"primary-biliary-cirrhosis","Primary biliary cirrhosis",4,"4 5"
"primary-herpetic-gingivostomatitis","Primary herpetic gingivostomatitis",0,"3"
"primary-immunodeficiency-disorders","Primary immunodeficiency disorders",12,"3"
"primary-sclerosing-cholangitis","Primary sclerosing cholangitis",1,"4 5"
"prion-diseases","Prion diseases",14,"4 3"
"prions","Prions",15,"4 2 3"
"probabilistic-data-networks","Probabilistic data networks",1,"2"
"problem-solving","Problem solving",3,"3"
"process-chemistry","Process chemistry",1,"3"
"prognosis","Prognosis",74,"2"
"prognostic-markers","Prognostic markers",131,"2 3"
"programming-language-and-code","Programming language",0,"2"
"projection-and-prediction","Projection and prediction",94,"3"
"prokaryote","Prokaryote",1,"2"
"prostate","Prostate",3,"2 3"
"prostate-cancer","Prostate cancer",362,"4 3"
"prostatic-diseases","Prostatic diseases",391,"3"
"prostatitis","Prostatitis",3,"4"
"prosthetic-dentistry","Prosthetic dentistry",0,"3"
"proteases","Proteases",38,"4 2 3"
"proteasome","Proteasome",16,"4 3"
"protein-aggregation","Protein aggregation",41,"4 3"
"protein-analysis","Protein analysis",28,"2"
"protein-array-analysis","Protein array analysis",3,"3"
"protein-databases","Protein databases",9,"4 5 3"
"protein-delivery","Protein delivery",11,"2"
"protein-design","Protein design",76,"2 3"
"protein-engineering","Protein engineering",7,"2"
"protein-enrichment","Protein enrichment",11,"3"
"protein-folding","Protein folding",203,"2 3"
"protein-function-predictions","Protein function predictions",25,"2"
"protein-purification","Protein purification",4,"3"
"protein-quality-control","Protein quality control",13,"4 3"
"protein-sequence-analyses","Protein sequence analyses",3,"3"
"protein-sequencing","Protein sequencing",3,"3"
"protein-structure-predictions","Protein structure predictions",26,"2"
"protein-trafficking-in-plants","Protein trafficking in plants",0,"3"
"protein-translocation","Protein translocation",15,"4 3"
"protein-transport","Protein transport",30,"2 3"
"protein-vaccines","Protein vaccines",13,"4 3"
"proteins","Proteins",899,"2 3"
"protein-protein-interaction-networks","Protein–protein interaction networks",56,"4 3"
"proteolysis","Proteolysis",134,"2 3"
"proteolysis-in-plants","Proteolysis in plants",1,"3"
"proteome","Proteome",4,"4 3"
"proteome-informatics","Proteome informatics",29,"2"
"proteomic-analysis","Proteomic analysis",82,"2"
"proteomics","Proteomics",184,"2 3"
"pruritus","Pruritus",0,"2"
"pseudomonas-fluorescens","Pseudomonas fluorescens",0,"4"
"psoriasis","Psoriasis",18,"4"
"psoriatic-arthritis","Psoriatic arthritis",10,"4"
"psychiatric-disorders","Psychiatric disorders",544,"2"
"psychology","Psychology",487,"2 1"
"psychology-and-behaviour","Psychology and behaviour",25,"2"
"psychophysics","Psychophysics",4,"3"
"psychosis","Psychosis",3,"3"
"public-health","Public health",586,"2"
"publication-characteristics","Publication characteristics",179,"3"
"public-private-partnerships","Public–private partnerships",2,"3"
"publishing","Publishing",687,"2"
"pulp-conservation","Pulp conservation",0,"4"
"pulpitis","Pulpitis",0,"4 3"
"pupil-disorders","Pupil disorders",1,"3"
"pure-mathematics","Pure mathematics",0,"2"
"quality-control","Quality control",2,"2"
"quality-of-life","Quality of life",94,"2"
"quantitative-trait","Quantitative trait",65,"2"
"quantitative-trait-loci","Quantitative trait loci",12,"3"
"quantum-cascade-lasers","Quantum cascade lasers",13,"4 3"
"quantum-chemistry","Quantum chemistry",29,"3"
"quantum-dots","Quantum dots",122,"4 3"
"quantum-fluids-and-solids","Quantum fluids and solids",24,"3"
"quantum-hall","Quantum Hall",33,"3"
"quantum-information","Quantum information",314,"3"
"quantum-mechanics","Quantum mechanics",130,"3"
"quantum-metrology","Quantum metrology",43,"3"
"quantum-optics","Quantum optics",251,"3"
"quantum-physics","Quantum physics",764,"2"
"quantum-simulation","Quantum simulation",16,"3"
"qubits","Qubits",94,"3"
"quiescence","Quiescence",7,"2 3"
"radiography","Radiography",5,"3"
"radionuclide-imaging","Radionuclide imaging",3,"3"
"radiotherapy","Radiotherapy",68,"4 3"
"raman-spectroscopy","Raman spectroscopy",47,"4 3"
"randomized-controlled-trials","Randomized controlled trials",67,"3"
"rare-variants","Rare variants",17,"4 5"
"rat","Rat",19,"4"
"raynauds-phenomenon","Raynaud phenomenon",2,"4"
"reaction-mechanisms","Reaction mechanisms",21,"3"
"reactive-precursors","Reactive precursors",0,"3"
"reading","Reading",8,"3"
"receptor-pharmacology","Receptor pharmacology",16,"4 3"
"recombinant-peptide-therapy","Recombinant peptide therapy",3,"3"
"recombinant-protein-therapy","Recombinant protein therapy",12,"3"
"recombinant-vaccine","Recombinant vaccine",2,"3"
"recombinases","Recombinases",1,"4 3"
"reconstruction","Reconstruction",6,"4"
"rectal-cancer","Rectal cancer",11,"4 5 6"
"rectum","Rectum",0,"4"
"reflexes","Reflexes",1,"3"
"refractive-errors","Refractive errors",4,"3"
"regeneration","Regeneration",70,"2 3"
"regeneration-and-repair-in-the-nervous-system","Regeneration and repair in the nervous system",50,"2"
"regenerative-medicine","Regenerative medicine",45,"2"
"regulation-and-risk-management","Regulation and risk management",3,"3"
"regulatory-networks","Regulatory networks",32,"2"
"regulatory-t-cells","Regulatory T cells",61,"5 7"
"rehabilitation","Rehabilitation",36,"3"
"reimbursement","Reimbursement",1,"3"
"religion","Religion",26,"2 1"
"rem-sleep","REM sleep",6,"3"
"removable-prosthodontics","Removable prosthodontics",0,"4"
"renal-artery-stenosis","Renal artery stenosis",1,"3"
"renal-calculi","Renal calculi",33,"3"
"renal-cancer","Renal cancer",92,"4 3"
"renal-cell-carcinoma","Renal cell carcinoma",39,"4 5"
"renal-fibrosis","Renal fibrosis",21,"3"
"renal-replacement-therapy","Renal replacement therapy",35,"2 3"
"renewable-energy","Renewable energy",43,"3"
"renovascular-hypertension","Renovascular hypertension",10,"4 5"
"replay","Replay",5,"3"
"replisome","Replisome",6,"4 3"
"reporter-genes","Reporter genes",21,"3"
"reproductive-biology","Reproductive biology",135,"2"
"reproductive-disorders","Reproductive disorders",104,"2 3"
"reproductive-signs-and-symptoms","Reproductive signs and symptoms",10,"2"
"reproductive-techniques","Reproductive techniques",5,"3"
"reprogramming","Reprogramming",85,"2 3"
"research-data","Research data",232,"2"
"research-management","Research management",609,"2"
"resorption","Resorption",0,"4"
"respiration","Respiration",19,"2"
"respiratory-distress-syndrome","Respiratory distress syndrome",4,"3"
"respiratory-signs-and-symptoms","Respiratory signs and symptoms",6,"2"
"respiratory-system-models","Respiratory system models",3,"3"
"respiratory-tract-diseases","Respiratory tract diseases",99,"2"
"restenosis","Restenosis",2,"4 5"
"restoration-ecology","Restoration ecology",7,"2"
"restorative-dentistry","Restorative dentistry",0,"3"
"restriction-factors","Restriction factors",9,"3"
"retina","Retina",31,"5 3"
"retinal-diseases","Retinal diseases",47,"3"
"retinopathy-of-prematurity","Retinopathy of prematurity",1,"4 3"
"retromer","Retromer",0,"3"
"retrovirus","Retrovirus",23,"3"
"reverse-engineering","Reverse engineering",1,"2"
"reverse-transcription-polymerase-chain-reaction","Reverse transcription polymerase chain reaction",14,"3"
"reward","Reward",31,"2 3"
"rheology","Rheology",8,"4 3"
"rhesus-macaque","Rhesus macaque",0,"4"
"rheumatic-diseases","Rheumatic diseases",815,"2"
"rheumatoid-arthritis","Rheumatoid arthritis",124,"4 3"
"rheumatology","Rheumatology",991,"1"
"rhizobial-symbiosis","Rhizobial symbiosis",0,"3"
"rho-signalling","RHO signalling",15,"3"
"ribophagy","Ribophagy",0,"4 3"
"ribosomal-proteins","Ribosomal proteins",2,"4 3"
"ribosome","Ribosome",54,"3"
"riboswitches","Riboswitches",15,"2"
"ribozymes","Ribozymes",7,"2"
"rice","Rice",5,"4"
"rig-i-like-receptors","RIG-I-like receptors",9,"4 5"
"rings-and-moons","Rings and moons",30,"2 3"
"riparian-ecology","Riparian ecology",4,"2"
"risk-factors","Risk factors",731,"1"
"rna","RNA",233,"2 3"
"rna-decay","RNA decay",40,"3"
"rna-editing","RNA editing",6,"3"
"rna-folding","RNA folding",11,"3"
"rna-metabolism","RNA metabolism",182,"2"
"rna-modification","RNA modification",25,"3"
"rna-nanotechnology","RNA nanotechnology",0,"3"
"rna-probes","RNA probes",9,"3"
"rna-quality-control","RNA quality control",10,"3"
"rna-sequencing","RNA sequencing",91,"3"
"rna-splicing","RNA splicing",49,"2 3"
"rna-transport","RNA transport",10,"3"
"rna-vaccines","RNA vaccines",2,"4 3"
"rna-binding-proteins","RNA-binding proteins",32,"4 3"
"rnai","RNAi",139,"2 3"
"rnai-therapy","RNAi therapy",5,"4 3"
"robustness","Robustness",1,"2"
"root-apical-meristem","Root apical meristem",6,"3"
"root-canal-treatment","Root canal treatment",0,"4"
"rotavirus","Rotavirus",2,"3"
"rubber-dam","Rubber dam",0,"4"
"rubisco","Rubisco",5,"3"
"saccades","Saccades",3,"3"
"saccharomyces-cerevisiae","Saccharomyces cerevisiae",12,"4"
"saliva","Saliva",0,"3"
"salivary-gland-diseases","Salivary gland diseases",0,"3"
"salt","Salt",4,"3"
"sarcoma","Sarcoma",23,"2 3"
"sars-virus","SARS virus",5,"3"
